Groups,Species,Species_ID,Origin,Origin_ID,SI,A_years,H_m,DBH_cm,N_trees,RS(P),BA_sq_m_ha,GS_cub_m,ALL_STEM_t_ha,Stem_wood_t_ha,Stem_bark_t_ha,Crown_t_ha,Foliage_t_ha,LN_GS_cub_m,LN_ALL_STEM_t_ha,LN_Stem_wood_t_ha,LN_Stem_bark_t_ha,LN_Crown_t_ha,LN_Foliage_t_ha
2,Alder,3,n,0,2,37,15.7,12.3,1431,0.68,17.1,124.1,60,49.2,10.8,10.34,3.47,4.82,4.09,3.90,2.38,2.34,1.24
2,Alder,3,n,0,2,59,21.6,19.5,663,0.66,19.8,217.4,100.2,83.9,16.3,10.33,4.89,5.38,4.61,4.43,2.79,2.34,1.59
2,Alder,3,n,0,3,13,5.2,3.2,9150,0.89,7.3,27.6,11,8.7,2.3,2.22,1.76,3.32,2.40,2.16,0.83,0.80,0.57
2,Alder,3,n,0,2,26,11.7,9.6,2400,0.86,17.2,108.7,46.3,39.3,7,7.29,2.38,4.69,3.84,3.67,1.95,1.99,0.87
2,Alder,3,a,1,2,33,16,12.4,1700,0.8,20.6,173.9,79.3,68.2,11.1,6.16,1.96,5.16,4.37,4.22,2.41,1.82,0.67
2,Pine,0,n,0,-1,63,27.3,27.2,740,0.84,43,574.6,235.4,218.2,17.2,24,5.3,6.35,5.46,5.39,2.84,3.18,1.67
2,Pine,0,a,1,1,43,19.1,16.2,1860,0.97,38.5,396.9,164.7,156,8.8,12.32,7.45,5.98,5.10,5.05,2.17,2.51,2.01
2,Pine,0,n,0,1,87,25.5,29,530,0.75,35,424.6,176.5,167.7,8.8,13.21,6.36,6.05,5.17,5.12,2.17,2.58,1.85
2,Pine,0,n,0,0,58,23.9,24.6,876,0.88,41.5,471.1,195,183.7,11.3,7.23,4.6,6.16,5.27,5.21,2.42,1.98,1.53
2,Pine,0,a,1,2,21,8.9,7.3,6100,1,25.8,140.4,56.6,50.3,6.2,6.86,5.28,4.94,4.04,3.92,1.82,1.93,1.66
2,Pine,0,a,1,3,43,12.7,12.3,2021,0.75,24.1,178.2,73.1,67.5,5.6,14.41,8.25,5.18,4.29,4.21,1.72,2.67,2.11
2,Pine,0,a,1,0,72,27.1,32.3,337,0.61,27.5,349.8,144.7,136,8.6,11.37,3.97,5.86,4.97,4.91,2.15,2.43,1.38
2,Pine,0,a,1,0,32,16.4,15.6,1696,0.87,32.3,268.5,110.6,103.1,7.5,20.31,8.94,5.59,4.71,4.64,2.01,3.01,2.19
2,Pine,0,a,1,-1,35,20.5,23.8,727,0.78,32.3,306.9,126.9,119.1,7.7,15.85,7.14,5.73,4.84,4.78,2.04,2.76,1.97
2,Pine,0,a,1,-1,31,18.4,17.2,1900,1.1,44.3,421.7,173.5,161.4,12.1,12.76,7.94,6.04,5.16,5.08,2.49,2.55,2.07
2,Birch,2,n,0,0,30,14.9,9.2,2444,0.67,16.4,129.5,61.9,52.7,9.3,2.62,0.59,4.86,4.13,3.96,2.23,0.96,-0.53
2,Aspen,4,n,0,0,33,15.9,10,2217,0.52,17.3,147.7,55.4,46.9,8.5,5.51,2.49,5.00,4.01,3.85,2.14,1.71,0.91
2,Alder,3,a,1,0,43,21,20.8,660,0.68,22.4,239.8,106.8,91.5,15.4,9.92,2.12,5.48,4.67,4.52,2.73,2.29,0.75
2,Alder,3,a,1,0,28,15.4,14.2,1369,0.88,21.7,157.4,67.6,57,10.6,8.85,3.24,5.06,4.21,4.04,2.36,2.18,1.18
2,Alder,3,n,0,1,64,26,27.7,650,0.98,39.1,482.2,251.6,210.5,41.1,8.89,1.73,6.18,5.53,5.35,3.72,2.18,0.55
2,Alder,3,n,0,0,77,27.2,30.9,392,0.71,29.5,399.5,161.9,139.6,22.3,2.08,1.29,5.99,5.09,4.94,3.10,0.73,0.25
2,Pine,0,n,0,1,154,33.2,48.6,80,0.28,14.9,234.9,109.9,103.9,6,6.9,1.6,5.46,4.70,4.64,1.79,1.93,0.47
2,Pine,0,n,0,1,143,32.9,49,106,0.38,20,271.6,126,120.8,5.2,7.4,3.1,5.60,4.84,4.79,1.65,2.00,1.13
2,Pine,0,n,0,1,157,33.1,51.2,76,0.3,15.6,213.8,92.8,87.8,5,6.6,1.8,5.37,4.53,4.48,1.61,1.89,0.59
2,Pine,0,a,1,0,39,19.3,18.5,1137,0.76,30.5,272.2,107.1,100.8,6.4,13.63,4.45,5.61,4.67,4.61,1.86,2.61,1.49
2,Pine,0,a,1,-1,16,13.6,12.9,1905,0.74,24.9,176.6,82.3,72,10.2,32.03,10.77,5.17,4.41,4.28,2.32,3.47,2.38
2,Pine,0,a,1,-2,33,21.2,20.8,1272,0.91,43.1,486.7,179.4,167,12.4,18.8,12.5,6.19,5.19,5.12,2.52,2.93,2.53
2,Pine,0,a,1,-1,65,29.7,35,320,0.59,30.7,392.6,150.5,139.7,10.8,10.2,3.4,5.97,5.01,4.94,2.38,2.32,1.22
2,Pine,0,a,1,-1,64,29.9,35.7,294,0.56,29.4,413.8,171.4,164.5,6.9,18.5,6.5,6.03,5.14,5.10,1.93,2.92,1.87
2,Pine,0,a,1,-1,77,32.4,34.9,412,0.74,39.4,581.2,242,227.9,14.1,10,5.1,6.37,5.49,5.43,2.65,2.30,1.63
2,Pine,0,a,1,-1,62,27,27.2,628,0.71,36.4,466.5,179.8,167.6,12.2,13,4.6,6.15,5.19,5.12,2.50,2.56,1.53
2,Pine,0,a,1,0,15,8.2,8.9,3167,0.68,19.7,88.8,30.6,24.9,5.7,9,7.7,4.49,3.42,3.21,1.74,2.20,2.04
2,Pine,0,a,1,-2,58,29.7,31.4,484,0.72,37.6,537.1,222.1,206.2,15.9,11.1,3.5,6.29,5.40,5.33,2.77,2.41,1.25
2,Pine,0,a,1,-2,40,22.5,25.4,754,0.79,38.2,439.7,160.8,149.6,11.2,17.7,7.6,6.09,5.08,5.01,2.42,2.87,2.03
2,Pine,0,a,1,-1,40,22.2,21.8,770,0.6,28.7,317,112.6,103.7,8.9,8.8,4.4,5.76,4.72,4.64,2.19,2.17,1.48
2,Pine,0,a,1,-2,25,15.1,15.5,1832,0.84,34.7,256.7,89,80.4,8.6,16.3,5.4,5.55,4.49,4.39,2.15,2.79,1.69
2,Pine,0,a,1,-2,29,17.8,17.8,1354,0.75,33.6,336.3,117.4,108,9.4,13.2,6.7,5.82,4.77,4.68,2.24,2.58,1.90
2,Pine,0,a,1,-2,52,28.9,28.6,598,0.74,38.4,569.5,222.1,209.1,13,12.8,4,6.34,5.40,5.34,2.56,2.55,1.39
2,Pine,0,a,1,-2,43,25.4,27.4,630,0.75,37.3,478.7,174.8,164.2,10.6,14.3,7.4,6.17,5.16,5.10,2.36,2.66,2.00
2,Pine,0,a,1,-2,77,34.2,37.6,360,0.75,40.1,616.2,265.1,248.4,16.7,20.3,4,6.42,5.58,5.52,2.82,3.01,1.39
2,Pine,0,a,1,-2,65,32,34,394,0.67,35.7,542.1,214,200.9,13.1,14.1,3.6,6.30,5.37,5.30,2.57,2.65,1.28
2,Pine,0,a,1,-1,43,27.2,24.8,881,0.83,42.5,578.3,202.2,187.7,14.5,13.1,5.3,6.36,5.31,5.23,2.67,2.57,1.67
2,Pine,0,a,1,-1,45,24.2,25,916,0.91,45,563.8,234.8,218.6,16.2,12.6,5.8,6.33,5.46,5.39,2.79,2.53,1.76
2,Pine,0,a,1,-1,41,20.7,18.3,1450,0.81,38.2,410,144.8,130.9,13.9,7.9,2.8,6.02,4.98,4.87,2.63,2.07,1.03
2,Pine,0,a,1,-1,66,28.9,29,640,0.81,42.2,588.9,254.2,236.9,17.3,14.9,6.3,6.38,5.54,5.47,2.85,2.70,1.84
2,Pine,0,a,1,-1,82,31.6,34.1,348,0.6,31.7,513.2,218.4,202.4,16,12.7,5.2,6.24,5.39,5.31,2.77,2.54,1.65
2,Pine,0,n,0,0,132,36.1,46.5,228,0.72,38.7,602.2,268.8,253.7,15.1,21.3,6.7,6.40,5.59,5.54,2.71,3.06,1.90
2,Pine,0,n,0,1,175,31.7,55.1,100,0.46,23.9,310.1,122,115.3,6.7,14.4,3.2,5.74,4.80,4.75,1.90,2.67,1.16
2,Pine,0,a,1,-1,79,32.3,34.2,439,0.76,40.4,656.5,282.2,268.6,13.6,15.1,6.5,6.49,5.64,5.59,2.61,2.71,1.87
2,Pine,0,a,1,3,10,3.6,4.2,3813,0.49,5.3,16.6,6.3,5.4,0.9,4.48,2.85,2.81,1.84,1.69,-0.11,1.50,1.05
2,Pine,0,a,1,2,18,8.1,7.6,3960,0.74,17.8,77.6,27.4,24.5,2.9,8.82,5.66,4.35,3.31,3.20,1.06,2.18,1.73
2,Pine,0,a,1,2,38,15.2,15.5,1592,0.84,29.9,210,92.4,84,8.4,2.65,5.58,5.35,4.53,4.43,2.13,0.97,1.72
2,Pine,0,a,1,-1,55,26.2,25.5,804,0.92,41,504.1,258.7,239.4,19.4,12.28,5.97,6.22,5.56,5.48,2.97,2.51,1.79
2,Pine,0,a,1,-1,17,10.6,10.6,2944,0.75,25.8,144.5,58.4,52.2,6.2,11.73,7.92,4.97,4.07,3.96,1.82,2.46,2.07
2,Pine,0,a,1,-2,22,13.1,15.7,1200,0.6,23.2,139.6,56,49.2,6.7,12.5,7.63,4.94,4.03,3.90,1.90,2.53,2.03
2,Birch,2,n,0,-2,12,11.1,6.1,6433,0.93,19,121.5,55.4,44.6,10.7,6.49,2.82,4.80,4.01,3.80,2.37,1.87,1.04
2,Birch,2,n,0,-1,16,12.6,7.6,4410,0.92,20.1,142,79.4,67.3,12.1,6.38,1.86,4.96,4.37,4.21,2.49,1.85,0.62
2,Birch,2,a,1,-1,13,8,6.6,1275,0.27,4.4,22,11.3,9,2.3,2.18,1,3.09,2.42,2.20,0.83,0.78,0.00
2,Birch,2,n,0,-2,35,21.7,20.6,567,0.86,18.9,148.6,76,70.4,5.7,33.21,4.17,5.00,4.33,4.25,1.74,3.50,1.43
2,Birch,2,n,0,-1,29,16.9,21.5,519,0.8,3.8,123,61.6,56.2,5.5,17.74,3.35,4.81,4.12,4.03,1.70,2.88,1.21
2,Birch,2,n,0,2,69,21.6,28.5,445,0.96,28.5,277.1,139.6,128.9,10.7,32.74,7.38,5.62,4.94,4.86,2.37,3.49,2.00
2,Birch,2,n,0,2,40,12.9,12.7,664,0.38,8.4,67.9,36.2,32.2,4.1,6.01,1.74,4.22,3.59,3.47,1.41,1.79,0.55
2,Birch,2,n,0,1,24,10.1,9.5,810,0.3,5.8,35,16.9,15,1.9,4.39,2.16,3.56,2.83,2.71,0.64,1.48,0.77
2,Birch,2,n,0,0,50,21,21.1,705,0.84,24.6,216,121,111.7,9.4,23.52,6.17,5.38,4.80,4.72,2.24,3.16,1.82
2,Alder,3,n,0,1,64,27.3,28.6,663,1.14,42.5,536.3,223.5,189.6,33.9,16.78,6.27,6.28,5.41,5.24,3.52,2.82,1.84
2,Alder,3,n,0,0,48,23.8,22.4,892,0.92,35.1,407.4,190.6,165.5,25.1,17.48,5.18,6.01,5.25,5.11,3.22,2.86,1.64
2,Alder,3,n,0,-2,10,10.8,6.2,2700,0.53,8,50.6,20.8,18,2.9,2.58,1.21,3.92,3.03,2.89,1.06,0.95,0.19
2,Alder,3,n,0,0,57,22.7,25,626,0.9,30.8,348.7,153.9,135.3,18.6,12.74,2.89,5.85,5.04,4.91,2.92,2.54,1.06
2,Pine,0,n,0,1,65,24.8,30.7,435,0.6,32.2,364.8,151,142.2,8.8,13.52,6,5.90,5.02,4.96,2.17,2.60,1.79
2,Pine,0,n,0,2,91,24.1,33.7,232,0.5,20.6,232.5,96.9,92.5,4.4,5.23,2.12,5.45,4.57,4.53,1.48,1.65,0.75
2,Pine,0,a,1,1,30,13.8,15.2,1141,0.6,20.8,161,66.2,61.4,4.8,9.29,4.9,5.08,4.19,4.12,1.57,2.23,1.59
2,Pine,0,n,0,3,83,20.1,25.6,655,0.96,33.7,297.3,123.4,117,6.5,11.08,4.62,5.69,4.82,4.76,1.87,2.41,1.53
2,Pine,0,n,0,1,32,12.2,12.6,1603,0.66,20,135.7,55.2,50.1,5.1,4.73,2.91,4.91,4.01,3.91,1.63,1.55,1.07
2,Pine,0,a,1,3,19,7.1,6.5,4145,0.64,13.9,59.2,23.6,20.4,3.2,5.1,4.4,4.08,3.16,3.02,1.16,1.63,1.48
2,Pine,0,a,1,2,22,9.8,9.5,1885,0.5,13.5,68.7,27.8,24.9,2.9,0.96,2.04,4.23,3.33,3.21,1.06,-0.04,0.71
2,Pine,0,n,0,0,33,15.7,15.4,1168,0.63,21.8,187.5,77.4,72.4,5,1.09,2.29,5.23,4.35,4.28,1.61,0.09,0.83
2,Pine,0,n,0,0,52,22.8,23.3,705,0.68,30,317.4,130.9,122.4,8.5,0.94,1.99,5.76,4.87,4.81,2.14,-0.06,0.69
2,Pine,0,n,0,-1,46,23.1,21.5,940,0.73,34.3,380.7,157.9,149.4,8.5,1.09,2.3,5.94,5.06,5.01,2.14,0.09,0.83
2,Pine,0,n,0,0,50,21.8,21.1,606,0.48,21.1,234.8,97.3,91.9,5.4,1.6,3.37,5.46,4.58,4.52,1.69,0.47,1.21
2,Pine,0,n,0,4,71,14.7,14.2,1303,0.71,20.5,159.8,65.6,60.6,4.9,0.61,1.29,5.07,4.18,4.10,1.59,-0.49,0.25
2,Birch,2,n,0,-1,11,6.6,2.9,11800,0.54,7.6,38.8,15.5,10.6,5,3,0.48,3.66,2.74,2.36,1.61,1.10,-0.73
2,Birch,2,n,0,0,18,9,5.2,4640,0.6,10,53,27.6,22.5,5.2,2.84,2.2,3.97,3.32,3.11,1.65,1.04,0.79
2,Birch,2,n,0,3,29,8.7,7.9,2199,0.6,10.7,66.2,33.3,24.7,8.5,4.03,2.48,4.19,3.51,3.21,2.14,1.39,0.91
2,Birch,2,n,0,1,22,9.2,7.1,2270,0.5,8.9,43.2,20.7,16.2,4.5,5.2,2.94,3.77,3.03,2.79,1.50,1.65,1.08
2,Birch,2,n,0,1,19,8.4,6.6,1714,0.35,5.8,28.4,14.8,11.9,2.8,2.57,1.56,3.35,2.69,2.48,1.03,0.94,0.44
2,Alder,3,n,0,1,40,18.6,16.6,1707,1.24,36.8,329.9,140.6,122,18.5,11.05,4.45,5.80,4.95,4.80,2.92,2.40,1.49
2,Alder,3,n,0,2,58,21,19.1,856,0.76,24.5,271.2,124.8,109.2,15.6,7.83,2.08,5.60,4.83,4.69,2.75,2.06,0.73
2,Alder,3,n,0,3,23,10,9.9,2020,0.88,15.5,92.4,41,34,7,7.62,3.31,4.53,3.71,3.53,1.95,2.03,1.20
2,Alder,3,n,0,2,34,15.7,12.3,2140,0.98,25.3,241.9,93.5,79.4,14.1,6.04,1.61,5.49,4.54,4.37,2.65,1.80,0.48
2,Alder,3,n,0,1,36,19.1,19,1460,1.34,40.1,407.2,188.3,157.2,31.1,18.87,3.99,6.01,5.24,5.06,3.44,2.94,1.38
2,Alder,3,n,0,0,36,19.8,16.4,1927,1.32,40.9,388.1,173.9,147.7,26.2,16.75,4.57,5.96,5.16,5.00,3.27,2.82,1.52
2,Alder,3,n,0,2,33,15.1,15.1,1760,1.29,31.5,255.1,103.3,81.4,22,9.16,2.52,5.54,4.64,4.40,3.09,2.21,0.92
2,Alder,3,n,0,1,26,14.6,12.5,1115,0.57,13.9,100.4,42.6,36.9,5.7,5.81,2.28,4.61,3.75,3.61,1.74,1.76,0.82
2,Alder,3,n,0,2,48,19.4,23.5,968,1.35,41.8,428.8,199,169.7,29.4,29.01,5.13,6.06,5.29,5.13,3.38,3.37,1.64
2,Alder,3,n,0,0,25,16.9,12.4,3350,1.49,40.2,348.8,136.8,114,22.8,12.16,3.98,5.85,4.92,4.74,3.13,2.50,1.38
2,Alder,3,n,0,1,34,16.2,12.5,2780,1.32,33.9,277,123.5,103,20.4,12.32,4.51,5.62,4.82,4.63,3.02,2.51,1.51
2,Alder,3,n,0,2,55,20.4,20.5,828,0.89,27.4,294.6,134.1,115.7,18.5,10.03,1.94,5.69,4.90,4.75,2.92,2.31,0.66
2,Alder,3,n,0,2,41,17.4,16.3,1016,0.77,20.8,170.3,81.7,68.5,13.3,7.54,1.91,5.14,4.40,4.23,2.59,2.02,0.65
2,Alder,3,n,0,3,56,18.2,17.5,896,0.76,21.6,195.6,93,81.1,11.9,7.39,1.68,5.28,4.53,4.40,2.48,2.00,0.52
2,Alder,3,n,0,1,32,13.1,11,1940,0.84,18.4,141.7,63.2,53.1,10.1,11.23,3.56,4.95,4.15,3.97,2.31,2.42,1.27
2,Alder,3,n,0,1,26,14.5,10,3360,1.11,27.1,221.7,98.8,84.4,14.4,8.22,3.61,5.40,4.59,4.44,2.67,2.11,1.28
2,Alder,3,n,0,2,56,21.9,20.2,820,0.78,26.2,280.7,119.9,102.6,17.3,8.89,2.04,5.64,4.79,4.63,2.85,2.18,0.71
2,Alder,3,n,0,1,49,22.7,21,884,0.87,30.5,320.6,149.1,125.2,24,3.96,0.85,5.77,5.00,4.83,3.18,1.38,-0.16
2,Alder,3,n,0,1,39,18.5,17.9,1068,0.92,27,236.6,116.6,101,15.6,8.36,2.14,5.47,4.76,4.62,2.75,2.12,0.76
2,Alder,3,n,0,2,51,20.8,20.1,1124,1.11,35.7,331.8,151.7,131.3,20.4,7.87,1.8,5.80,5.02,4.88,3.02,2.06,0.59
2,Alder,3,n,0,1,28,15.9,12,3320,1.45,37.4,319.8,138.5,117,21.6,8.94,3.09,5.77,4.93,4.76,3.07,2.19,1.13
2,Alder,3,n,0,1,27,16.4,12.1,3230,1.45,37.2,316.6,148.6,133.4,15.3,5.72,2.48,5.76,5.00,4.89,2.73,1.74,0.91
2,Alder,3,n,0,0,20,13.1,8.9,3270,0.93,20.2,124.5,47.5,39.8,7.7,7.38,2.98,4.82,3.86,3.68,2.04,2.00,1.09
2,Alder,3,n,0,2,44,17.6,16.8,1048,0.85,23.4,190.2,89,76.4,12.6,6.36,1.47,5.25,4.49,4.34,2.53,1.85,0.39
2,Alder,3,n,0,2,31,14.6,12.5,3270,1.68,40.1,307.8,131.7,109.2,22.5,10.42,3.36,5.73,4.88,4.69,3.11,2.34,1.21
2,Alder,3,n,0,-1,11,6.4,3.1,33900,2.32,25.6,118.8,38,30.2,7.8,8.83,7.58,4.78,3.64,3.41,2.05,2.18,2.03
2,Alder,3,n,0,2,62,22.1,25.6,677,1.02,34.7,385.4,150.2,128.8,21.5,17.93,5.1,5.95,5.01,4.86,3.07,2.89,1.63
2,Alder,3,n,0,-1,19,11.9,8.4,2430,0.67,13.6,89.2,34.4,29.9,4.5,3.82,1.8,4.49,3.54,3.40,1.50,1.34,0.59
2,Alder,3,n,0,2,63,20.4,25.2,673,1.07,33.6,342,142.6,124.7,17.9,12.57,4.89,5.83,4.96,4.83,2.88,2.53,1.59
2,Alder,3,n,0,-2,15,10.5,6.2,5160,0.85,15.8,102.4,37,33.2,3.9,6.09,3.3,4.63,3.61,3.50,1.36,1.81,1.19
2,Alder,3,n,0,1,62,25.7,29.7,540,0.97,38.7,457.1,207.7,173.4,34.3,13.82,2.18,6.12,5.34,5.16,3.54,2.63,0.78
2,Alder,3,n,0,1,28,17,13.5,1692,0.9,24.4,224.5,103.9,90.4,13.4,5.19,1.97,5.41,4.64,4.50,2.60,1.65,0.68
2,Alder,3,n,0,-2,25,20.1,15.8,1256,0.79,24.7,245.1,109.8,95.9,13.8,6.57,2.66,5.50,4.70,4.56,2.62,1.88,0.98
2,Alder,3,n,0,2,65,22.7,25.5,473,0.69,24.2,299.5,140.5,118,22.5,6.64,1.02,5.70,4.95,4.77,3.11,1.89,0.02
2,Alder,3,n,0,0,18,14.2,12,1917,0.91,21.8,148,63.1,55,8.1,8.16,3.44,5.00,4.14,4.01,2.09,2.10,1.24
2,Alder,3,n,0,-1,15,11.7,8.4,1550,0.42,8.5,50.6,20.7,18,2.7,3.27,2.43,3.92,3.03,2.89,0.99,1.18,0.89
2,Alder,3,n,0,0,23,11.5,6.9,4640,0.91,17.6,116.1,43.1,37.8,5.3,7.42,2.46,4.75,3.76,3.63,1.67,2.00,0.90
2,Alder,3,n,0,1,39,19.6,18.6,1140,1.01,30.9,290.5,127.8,110.5,17.3,6.69,2.46,5.67,4.85,4.71,2.85,1.90,0.90
2,Pine,0,a,1,0,43,20.3,19.3,1167,0.83,34,353.2,145.6,136,9.6,13.98,7.75,5.87,4.98,4.91,2.26,2.64,2.05
2,Pine,0,a,1,2,21,9.3,8,3817,0.73,19.3,116.5,46.8,41.4,5.4,9.56,8.21,4.76,3.85,3.72,1.69,2.26,2.11
2,Pine,0,a,1,0,43,21,20.3,983,0.8,31.9,359.9,142.7,122.3,20.3,12.35,6.82,5.89,4.96,4.81,3.01,2.51,1.92
2,Pine,0,a,1,1,74,25.5,27.7,508,0.69,30.7,370.1,153.7,145.8,7.9,8.53,4.79,5.91,5.04,4.98,2.07,2.14,1.57
2,Pine,0,a,1,0,37,18.2,17,1236,0.72,28.2,271.8,111.8,103.9,7.9,11.58,7.68,5.61,4.72,4.64,2.07,2.45,2.04
2,Pine,0,a,1,0,24,12.4,11.4,2850,0.91,29.1,199.1,81.3,74.6,6.8,9.98,8.49,5.29,4.40,4.31,1.92,2.30,2.14
2,Pine,0,a,1,0,35,17.1,16.4,1528,0.85,32.1,282.4,115.4,105.9,9.6,8.82,6.03,5.64,4.75,4.66,2.26,2.18,1.80
2,Pine,0,a,1,2,34,14,13.2,2229,0.9,30.6,238.4,97.1,88.4,8.7,14.22,8.28,5.47,4.58,4.48,2.16,2.65,2.11
2,Pine,0,a,1,2,19,8.6,8.1,4283,0.88,22.1,104.6,41.9,36.9,5,10,6.5,4.65,3.74,3.61,1.61,2.30,1.87
2,Pine,0,a,1,1,26,12.9,11.4,2508,0.77,25.3,193.9,78.6,70.7,7.8,12.42,8.08,5.27,4.36,4.26,2.05,2.52,2.09
2,Pine,0,a,1,1,56,20.3,19.7,1117,0.83,34,345.9,142.5,132.9,9.6,14.34,7.92,5.85,4.96,4.89,2.26,2.66,2.07
2,Pine,0,a,1,0,60,24.4,22.8,822,0.77,33.5,412.4,170.2,159.4,10.8,7.87,4.85,6.02,5.14,5.07,2.38,2.06,1.58
2,Pine,0,a,1,1,23,11.6,10.3,3550,0.96,29.3,202.9,82,73.5,8.5,14.37,10.65,5.31,4.41,4.30,2.14,2.67,2.37
2,Pine,0,a,1,-1,44,23.2,22.1,1145,1.01,43.8,482.4,198,183.4,14.7,16.43,9.62,6.18,5.29,5.21,2.69,2.80,2.26
2,Pine,0,a,1,1,35,14.8,13.9,2508,1.08,38,296.9,121,110.2,10.8,12.45,9.02,5.69,4.80,4.70,2.38,2.52,2.20
